age,job,marital,education,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,y
60,technician,divorced,professional.course,yes,no,telephone,may,202,6,999,0,nonexistent,1.1,93.994,-36.4,5191,no
50,technician,divorced,professional.course,no,no,cellular,aug,73,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
34,admin.,single,high.school,no,no,cellular,jul,127,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
45,admin.,married,basic.6y,no,yes,cellular,jul,268,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
39,services,single,professional.course,yes,no,cellular,may,199,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
36,blue-collar,married,basic.6y,no,no,telephone,may,166,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
34,management,married,high.school,yes,no,cellular,jul,838,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,yes
31,blue-collar,divorced,high.school,yes,no,cellular,may,829,1,999,1,failure,-1.8,92.893,-46.2,5099.1,yes
27,student,single,university.degree,yes,no,telephone,may,104,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
35,blue-collar,married,basic.6y,yes,no,telephone,may,312,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
50,technician,married,university.degree,no,no,cellular,jul,146,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
53,management,married,university.degree,yes,no,cellular,nov,313,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
27,blue-collar,married,basic.4y,yes,no,cellular,may,88,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
57,housemaid,married,university.degree,no,no,cellular,jul,388,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
37,blue-collar,married,basic.9y,unknown,unknown,cellular,may,136,5,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
59,technician,married,basic.6y,no,no,telephone,may,24,16,999,0,nonexistent,1.1,93.994,-36.4,5191,no
49,housemaid,married,professional.course,no,no,telephone,may,565,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
32,management,married,high.school,no,yes,cellular,nov,256,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
34,unemployed,married,basic.9y,yes,no,cellular,may,218,4,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
25,self-employed,single,university.degree,no,no,telephone,may,199,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
45,blue-collar,married,basic.9y,yes,yes,telephone,may,207,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
34,blue-collar,married,basic.6y,no,no,telephone,jun,651,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
29,admin.,single,university.degree,no,no,telephone,jun,247,2,999,0,nonexistent,-2.9,92.963,-40.8,5076.2,no
53,blue-collar,married,unknown,yes,no,cellular,jul,386,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
29,technician,single,professional.course,yes,no,cellular,nov,239,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
39,housemaid,married,basic.4y,no,no,cellular,aug,183,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
40,admin.,divorced,high.school,yes,no,cellular,may,164,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
27,services,single,university.degree,yes,no,cellular,mar,104,1,6,1,success,-1.8,93.369,-34.8,5008.7,yes
55,unemployed,married,basic.9y,yes,no,cellular,oct,156,1,999,0,nonexistent,-3.4,92.431,-26.9,5017.5,no
32,services,married,high.school,no,no,cellular,aug,55,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
54,admin.,married,professional.course,yes,no,cellular,aug,103,4,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
39,unemployed,married,university.degree,yes,no,cellular,nov,74,1,999,1,failure,-0.1,93.2,-42,5195.8,no
43,technician,divorced,professional.course,no,no,telephone,may,644,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
41,blue-collar,divorced,basic.4y,yes,no,telephone,jun,122,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
26,admin.,married,high.school,no,yes,cellular,nov,112,1,999,1,failure,-3.4,92.649,-30.1,5017.5,no
52,technician,married,professional.course,yes,yes,cellular,aug,203,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
44,admin.,married,university.degree,no,no,cellular,aug,96,2,4,1,success,-2.9,92.201,-31.4,5076.2,no
38,blue-collar,married,basic.9y,no,no,cellular,nov,145,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
42,services,married,university.degree,unknown,unknown,cellular,jun,122,1,999,1,failure,-2.9,92.963,-40.8,5076.2,no
44,admin.,married,university.degree,no,no,cellular,nov,135,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
27,admin.,single,basic.6y,yes,no,telephone,may,195,4,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
28,management,married,university.degree,no,no,telephone,jun,771,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,yes
47,housemaid,married,university.degree,yes,no,cellular,aug,232,2,999,0,nonexistent,-2.9,92.201,-31.4,5076.2,yes
34,services,married,high.school,yes,no,cellular,jul,206,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
55,blue-collar,divorced,basic.4y,yes,yes,cellular,may,163,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
34,blue-collar,married,basic.9y,yes,no,telephone,may,513,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
25,admin.,single,university.degree,no,no,telephone,aug,103,3,999,0,nonexistent,-2.9,92.201,-31.4,5076.2,no
31,technician,single,professional.course,yes,no,cellular,aug,150,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
35,admin.,married,high.school,yes,no,cellular,jul,393,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
50,management,married,university.degree,no,no,cellular,sep,718,4,999,3,failure,-1.1,94.199,-37.5,4963.6,no
22,blue-collar,single,basic.9y,no,no,cellular,jul,106,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
48,unknown,married,basic.4y,no,no,telephone,may,375,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
35,blue-collar,married,basic.4y,no,no,telephone,may,36,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
34,technician,married,professional.course,yes,no,cellular,nov,107,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
50,blue-collar,married,basic.4y,yes,yes,telephone,nov,234,3,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
25,student,single,high.school,yes,no,cellular,jul,112,1,999,1,failure,-2.9,92.469,-33.6,5076.2,no
51,entrepreneur,divorced,university.degree,yes,no,telephone,may,231,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
32,student,single,high.school,yes,no,telephone,may,107,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
59,management,married,university.degree,yes,no,cellular,dec,646,3,6,1,success,-3,92.713,-33,5023.5,no
37,blue-collar,married,basic.9y,no,no,cellular,may,138,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
40,blue-collar,married,basic.4y,no,no,cellular,nov,181,1,999,1,failure,-0.1,93.2,-42,5195.8,no
26,technician,single,professional.course,yes,no,telephone,jun,605,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
32,admin.,married,high.school,no,no,cellular,may,84,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
33,management,single,university.degree,yes,yes,cellular,apr,1176,1,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,yes
35,self-employed,married,basic.4y,no,no,telephone,jun,140,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
32,student,single,university.degree,yes,no,telephone,jun,209,12,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
35,admin.,married,high.school,no,no,cellular,jul,356,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
31,technician,single,university.degree,yes,no,cellular,nov,984,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,yes
38,blue-collar,married,basic.9y,no,no,telephone,jun,693,3,999,0,nonexistent,1.4,94.465,-41.8,5228.1,yes
30,student,single,high.school,no,no,cellular,aug,592,3,999,1,failure,-1.7,94.027,-38.3,4991.6,yes
32,services,married,high.school,yes,no,telephone,may,628,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,yes
44,blue-collar,married,basic.9y,no,no,cellular,may,556,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
35,admin.,single,university.degree,yes,no,cellular,jul,673,8,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
48,blue-collar,married,basic.9y,no,no,telephone,jun,454,4,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
52,retired,married,university.degree,no,no,cellular,nov,172,1,999,1,failure,-0.1,93.2,-42,5195.8,no
41,blue-collar,married,basic.9y,yes,yes,cellular,may,198,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
65,housemaid,married,basic.4y,no,no,cellular,jun,89,2,999,0,nonexistent,-2.9,92.963,-40.8,5076.2,no
43,services,divorced,high.school,no,no,cellular,jul,122,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
40,blue-collar,married,professional.course,no,yes,cellular,nov,80,1,999,1,failure,-0.1,93.2,-42,5195.8,no
30,admin.,married,university.degree,no,no,cellular,jul,70,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
66,retired,divorced,high.school,no,no,cellular,jul,211,1,999,1,failure,-1.7,94.215,-40.3,4991.6,no
44,services,single,high.school,no,no,telephone,jun,20,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no
35,admin.,married,high.school,yes,yes,telephone,jun,172,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
57,management,married,university.degree,no,no,cellular,aug,338,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
26,blue-collar,single,basic.6y,no,no,telephone,jun,83,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
39,unemployed,married,university.degree,yes,no,telephone,jun,72,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
45,services,married,basic.6y,unknown,unknown,telephone,jun,173,10,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
35,technician,single,professional.course,yes,no,cellular,nov,192,2,999,1,failure,-3.4,92.649,-30.1,5017.5,yes
42,housemaid,married,university.degree,no,no,cellular,nov,90,4,999,1,failure,-0.1,93.2,-42,5195.8,no
36,admin.,single,university.degree,no,no,cellular,oct,146,1,999,1,failure,-3.4,92.431,-26.9,5017.5,no
46,admin.,single,university.degree,no,yes,cellular,may,195,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
35,self-employed,married,university.degree,yes,no,cellular,jul,192,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
24,admin.,single,high.school,yes,no,cellular,jul,145,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
50,technician,married,university.degree,yes,no,cellular,aug,204,5,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
36,admin.,single,university.degree,no,no,cellular,jul,67,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
39,technician,single,professional.course,no,no,telephone,jul,206,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
57,blue-collar,married,basic.4y,yes,no,cellular,jul,769,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
42,blue-collar,married,basic.4y,no,no,telephone,jun,110,4,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
31,blue-collar,single,university.degree,no,no,cellular,jul,35,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
41,admin.,single,unknown,yes,yes,telephone,may,1111,3,999,0,nonexistent,1.1,93.994,-36.4,5191,yes
25,blue-collar,married,basic.4y,no,no,cellular,may,114,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
58,blue-collar,married,basic.4y,yes,no,telephone,jul,48,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
33,self-employed,married,university.degree,no,no,telephone,may,367,5,999,0,nonexistent,1.1,93.994,-36.4,5191,no
42,technician,single,unknown,no,no,telephone,may,162,4,999,0,nonexistent,1.1,93.994,-36.4,5191,no
41,management,married,university.degree,no,no,telephone,may,213,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
49,blue-collar,divorced,basic.6y,no,no,cellular,nov,55,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
44,blue-collar,married,basic.9y,yes,no,telephone,may,33,4,999,0,nonexistent,1.1,93.994,-36.4,5191,no
52,services,married,university.degree,no,no,telephone,jun,119,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
26,blue-collar,married,basic.9y,no,no,cellular,may,45,2,999,2,failure,-1.8,92.893,-46.2,5099.1,no
43,admin.,married,high.school,no,no,cellular,may,431,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
43,technician,married,university.degree,yes,no,cellular,aug,134,4,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
26,housemaid,married,basic.4y,yes,no,cellular,jul,149,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
34,blue-collar,married,basic.6y,yes,no,cellular,may,162,1,999,1,failure,-1.8,92.893,-46.2,5099.1,no
24,services,single,high.school,no,no,telephone,may,401,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
33,self-employed,single,university.degree,no,no,telephone,may,92,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
38,self-employed,single,unknown,no,no,cellular,jul,843,8,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
31,blue-collar,married,basic.4y,no,no,telephone,may,363,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
32,admin.,divorced,university.degree,yes,no,cellular,jul,668,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
25,self-employed,single,unknown,no,no,cellular,apr,131,2,999,1,failure,-1.8,93.749,-34.6,5008.7,no
26,admin.,single,university.degree,no,no,telephone,jul,342,5,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
56,retired,married,basic.4y,no,no,telephone,may,88,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
38,blue-collar,married,basic.6y,no,no,telephone,may,21,9,999,0,nonexistent,1.1,93.994,-36.4,5191,no
37,admin.,married,high.school,yes,no,telephone,nov,136,1,999,0,nonexistent,-3.4,92.649,-30.1,5017.5,no
22,blue-collar,single,basic.9y,yes,yes,cellular,jul,848,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,yes
50,blue-collar,married,basic.9y,no,no,telephone,jun,128,6,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
34,blue-collar,married,basic.9y,no,no,telephone,may,606,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
35,technician,single,university.degree,yes,no,cellular,may,271,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
48,services,divorced,basic.9y,unknown,unknown,cellular,may,67,7,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
25,admin.,married,high.school,no,no,cellular,jul,95,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
39,blue-collar,single,basic.4y,no,no,cellular,may,93,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
52,technician,married,professional.course,yes,yes,cellular,sep,211,1,999,1,failure,-3.4,92.379,-29.8,5017.5,yes
48,technician,married,university.degree,no,no,cellular,aug,239,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
44,blue-collar,single,basic.9y,yes,no,cellular,apr,225,3,999,2,failure,-1.8,93.075,-47.1,5099.1,no
30,technician,single,professional.course,yes,no,cellular,aug,178,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
32,management,married,high.school,no,no,telephone,jun,206,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
52,unemployed,married,university.degree,no,no,cellular,nov,115,1,999,1,failure,-0.1,93.2,-42,5195.8,no
44,blue-collar,single,professional.course,no,no,cellular,oct,123,2,999,0,nonexistent,-3.4,92.431,-26.9,5017.5,no
29,admin.,single,university.degree,yes,yes,cellular,aug,254,3,3,1,success,-2.9,92.201,-31.4,5076.2,yes
41,admin.,married,university.degree,no,no,cellular,aug,85,5,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
26,technician,married,high.school,yes,no,telephone,may,305,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
32,admin.,single,university.degree,yes,no,cellular,aug,233,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
31,admin.,single,university.degree,yes,no,cellular,aug,191,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
29,admin.,single,basic.9y,yes,no,telephone,may,198,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
58,blue-collar,married,basic.4y,yes,no,telephone,may,148,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
56,technician,married,basic.4y,unknown,unknown,telephone,may,272,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
23,blue-collar,single,professional.course,yes,no,cellular,may,136,3,999,1,failure,-1.8,92.893,-46.2,5099.1,no
50,technician,married,professional.course,yes,no,telephone,may,855,2,999,0,nonexistent,1.1,93.994,-36.4,5191,yes
29,admin.,married,university.degree,yes,no,cellular,may,565,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,yes
31,admin.,single,university.degree,yes,yes,cellular,aug,140,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
48,housemaid,married,basic.4y,no,no,cellular,aug,248,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
27,blue-collar,single,unknown,unknown,unknown,cellular,jul,81,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
24,technician,divorced,professional.course,no,no,cellular,apr,332,1,999,1,failure,-1.8,93.075,-47.1,5099.1,no
35,technician,married,high.school,no,no,telephone,may,208,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
42,technician,married,university.degree,no,no,telephone,jun,228,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
37,admin.,married,high.school,no,no,cellular,may,14,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
33,admin.,married,university.degree,yes,no,cellular,aug,118,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
58,management,married,university.degree,no,no,cellular,aug,164,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
54,retired,married,basic.9y,yes,no,cellular,jul,148,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
54,technician,married,professional.course,yes,no,cellular,nov,149,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
39,technician,single,professional.course,no,no,cellular,aug,71,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
48,admin.,married,basic.9y,no,no,telephone,may,517,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
34,blue-collar,divorced,basic.4y,no,no,cellular,apr,204,5,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
28,blue-collar,single,basic.9y,no,no,cellular,may,77,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
30,admin.,single,high.school,no,no,cellular,aug,72,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
59,retired,married,professional.course,yes,no,telephone,jun,77,8,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
29,admin.,single,high.school,yes,no,cellular,jul,139,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
25,admin.,married,high.school,no,no,telephone,may,498,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
47,admin.,divorced,high.school,yes,no,cellular,sep,159,1,999,1,failure,-3.4,92.379,-29.8,5017.5,no
32,admin.,married,university.degree,no,yes,cellular,aug,301,3,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
30,blue-collar,married,basic.6y,no,no,telephone,jun,338,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
24,technician,single,university.degree,no,no,cellular,oct,197,1,999,0,nonexistent,-3.4,92.431,-26.9,5017.5,no
58,entrepreneur,married,high.school,no,no,cellular,sep,145,1,999,2,failure,-1.1,94.199,-37.5,4963.6,no
44,management,married,university.degree,no,no,telephone,may,158,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
36,admin.,married,university.degree,yes,yes,cellular,sep,28,2,999,0,nonexistent,-3.4,92.379,-29.8,5017.5,no
33,self-employed,divorced,basic.9y,yes,no,telephone,may,355,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
31,blue-collar,single,high.school,no,no,cellular,jul,42,6,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
38,admin.,single,university.degree,yes,no,telephone,jun,992,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,yes
35,management,married,university.degree,yes,no,cellular,aug,108,4,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
29,blue-collar,married,basic.9y,no,no,cellular,may,202,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
58,management,married,university.degree,yes,no,cellular,jul,260,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
43,blue-collar,married,basic.4y,yes,no,telephone,may,269,3,999,0,nonexistent,1.1,93.994,-36.4,5191,no
55,self-employed,married,basic.4y,unknown,unknown,cellular,aug,169,5,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
53,management,married,university.degree,yes,no,telephone,may,186,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
38,entrepreneur,married,basic.9y,yes,no,cellular,jul,215,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
36,technician,single,professional.course,no,no,cellular,jul,54,4,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
56,retired,married,professional.course,no,no,cellular,aug,139,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
32,admin.,married,university.degree,no,no,telephone,may,99,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
48,blue-collar,married,basic.9y,yes,no,telephone,aug,67,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
31,technician,married,university.degree,no,no,telephone,nov,57,4,999,0,nonexistent,-3.4,92.649,-30.1,5017.5,no
50,self-employed,married,basic.4y,yes,no,cellular,aug,311,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
38,services,married,high.school,yes,no,telephone,jun,25,7,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
34,admin.,single,university.degree,no,no,telephone,jun,17,16,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
41,blue-collar,married,basic.4y,yes,no,cellular,may,234,1,999,2,failure,-1.8,92.893,-46.2,5099.1,no
51,management,married,university.degree,yes,no,cellular,aug,386,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
26,admin.,single,high.school,no,no,telephone,may,619,2,999,0,nonexistent,1.1,93.994,-36.4,5191,yes
34,admin.,single,university.degree,no,no,cellular,sep,260,3,3,2,success,-3.4,92.379,-29.8,5017.5,yes
41,technician,married,university.degree,yes,yes,cellular,apr,139,1,999,0,nonexistent,-1.8,93.075,-47.1,5099.1,no
41,technician,married,professional.course,unknown,unknown,cellular,jun,318,1,4,3,success,-2.9,92.963,-40.8,5076.2,yes
26,blue-collar,married,basic.9y,yes,no,telephone,jun,71,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
32,blue-collar,married,basic.6y,yes,no,cellular,may,459,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,yes
49,blue-collar,married,basic.6y,no,yes,cellular,may,354,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
39,technician,married,high.school,no,no,cellular,aug,225,2,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
38,blue-collar,married,basic.9y,unknown,unknown,telephone,jun,144,4,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
52,retired,divorced,professional.course,no,no,cellular,jul,867,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
57,self-employed,married,university.degree,no,yes,cellular,jul,1441,2,999,0,nonexistent,1.4,93.918,-42.7,5228.1,yes
38,housemaid,married,university.degree,no,no,telephone,jun,100,5,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
31,admin.,married,high.school,no,no,cellular,may,172,2,999,1,failure,-1.8,92.893,-46.2,5099.1,no
57,blue-collar,married,basic.4y,no,no,cellular,jul,42,3,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
42,self-employed,married,professional.course,unknown,unknown,cellular,may,665,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
32,admin.,married,high.school,yes,no,cellular,jul,154,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
31,blue-collar,married,basic.9y,yes,no,telephone,may,97,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
32,entrepreneur,married,high.school,yes,no,cellular,nov,356,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
40,management,married,unknown,yes,no,telephone,jun,170,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
58,blue-collar,married,basic.4y,yes,no,telephone,jun,570,2,999,0,nonexistent,1.4,94.465,-41.8,5228.1,yes
44,admin.,married,university.degree,yes,no,telephone,jun,351,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
46,entrepreneur,married,unknown,yes,no,telephone,jun,86,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
47,admin.,married,basic.6y,yes,no,cellular,apr,399,2,999,1,failure,-1.8,93.075,-47.1,5099.1,no
44,management,married,basic.6y,yes,yes,cellular,mar,218,1,999,0,nonexistent,-1.8,92.843,-50,5099.1,no
39,admin.,married,high.school,no,no,cellular,nov,138,1,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
38,technician,married,professional.course,yes,yes,cellular,mar,63,2,999,0,nonexistent,-1.8,92.843,-50,5099.1,yes
59,blue-collar,married,basic.4y,no,no,telephone,may,293,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
49,management,divorced,university.degree,yes,yes,cellular,aug,138,1,999,0,nonexistent,-2.9,92.201,-31.4,5076.2,no
51,admin.,married,university.degree,no,no,telephone,jun,295,3,999,0,nonexistent,-2.9,92.963,-40.8,5076.2,no
55,unemployed,married,university.degree,yes,no,cellular,nov,303,2,999,0,nonexistent,-0.1,93.2,-42,5195.8,no
49,technician,divorced,high.school,yes,no,cellular,jul,1171,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
44,admin.,married,basic.4y,yes,no,cellular,aug,222,1,999,0,nonexistent,1.4,93.444,-36.1,5228.1,no
29,blue-collar,single,high.school,yes,yes,cellular,may,146,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
49,blue-collar,married,unknown,no,no,telephone,may,286,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
49,technician,married,professional.course,no,no,telephone,jun,77,1,999,0,nonexistent,1.4,94.465,-41.8,5228.1,no
45,admin.,divorced,basic.9y,no,no,cellular,may,270,3,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
39,blue-collar,married,basic.9y,no,no,telephone,nov,281,2,999,1,failure,-0.1,93.2,-42,5195.8,no
35,blue-collar,married,basic.9y,no,no,telephone,may,91,2,999,0,nonexistent,1.1,93.994,-36.4,5191,no
55,entrepreneur,single,unknown,no,no,telephone,jul,542,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,yes
30,services,single,high.school,no,no,cellular,may,111,2,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
26,management,single,university.degree,yes,no,cellular,jul,124,1,999,0,nonexistent,1.4,93.918,-42.7,5228.1,no
37,technician,single,professional.course,yes,no,cellular,nov,347,1,999,1,failure,-0.1,93.2,-42,5195.8,no
29,self-employed,married,basic.6y,yes,no,telephone,may,32,1,999,0,nonexistent,1.1,93.994,-36.4,5191,no
54,blue-collar,married,basic.4y,no,no,cellular,may,50,1,999,0,nonexistent,-1.8,92.893,-46.2,5099.1,no
